WorkOrderID,ReceivedDate,CompletedDate,ClientID,ServiceLine,Department,EmployeeID,Priority,ProductionCount,BillableHours,QualityScore,ReworkFlag,SLATargetHours,AHTMinutes,TATHours,SLAMet,CompletionMonth
WO000113,2026-04-20 02:04:39,2026-04-21 20:11:15,C005,Policy Checking,Operations North,E007,Standard,3,2.06,90.2,Yes,72,41.18,42.11,Met,2026-04
WO000822,2026-04-21 05:27:36,2026-04-22 06:03:00,C005,Policy Administration,Operations Central,E025,Standard,3,1.07,98.0,No,72,21.34,24.59,Met,2026-04
WO001317,2026-04-19 03:03:13,2026-04-22 07:55:25,C014,Certificate Issuance,Operations Central,E007,Standard,5,2.00,90.6,Yes,48,24.00,76.87,Not Met,2026-04
WO000882,2026-04-21 03:54:01,2026-04-22 10:36:37,C004,Direct Bill Posting,Operations North,E008,Standard,11,1.62,98.7,No,48,8.84,30.71,Met,2026-04
WO001142,2026-04-19 22:10:27,2026-04-22 14:29:03,C014,Policy Administration,Operations North,E017,Standard,4,1.75,92.4,No,72,26.31,64.31,Met,2026-04
WO000304,2026-04-21 03:45:49,2026-04-22 17:02:01,C011,Direct Bill Posting,Operations North,E034,Standard,17,2.78,96.1,No,48,9.81,37.27,Met,2026-04
WO001524,2026-04-19 03:43:49,2026-04-22 18:09:37,C010,Policy Checking,Operations Central,E009,Standard,3,1.72,93.9,No,72,34.34,86.43,Not Met,2026-04
WO001165,2026-04-21 23:29:21,2026-04-22 20:34:09,C015,Direct Bill Posting,Operations South,E003,Standard,5,0.71,95.8,No,48,8.53,21.08,Met,2026-04
WO000239,2026-04-22 21:50:57,2026-04-23 15:12:33,C007,Policy Checking,Operations Central,E014,Rush,1,0.74,93.3,No,36,44.33,17.36,Met,2026-04
WO000090,2026-04-22 14:26:28,2026-04-23 18:33:40,C015,Document Retrieval,Operations South,E019,Standard,3,0.79,96.3,No,24,15.83,28.12,Not Met,2026-04
WO000010,2026-04-20 22:39:24,2026-04-24 02:23:12,C006,Policy Administration,Operations South,E034,Standard,3,1.24,98.9,No,72,24.85,75.73,Not Met,2026-04
WO001202,2026-04-23 22:29:02,2026-04-24 06:16:26,C001,Document Retrieval,Operations Central,E033,Standard,9,2.00,98.6,No,24,13.35,7.79,Met,2026-04
WO001238,2026-04-22 13:07:31,2026-04-24 07:59:07,C015,Certificate Issuance,Operations Central,E003,Standard,2,0.44,97.9,No,48,13.28,42.86,Met,2026-04
WO001618,2026-04-23 20:31:18,2026-04-24 16:14:30,C008,Certificate Issuance,Operations Central,E033,Standard,2,0.45,96.7,No,48,13.57,19.72,Met,2026-04
WO001646,2026-04-23 18:22:00,2026-04-25 01:29:48,C003,Direct Bill Posting,Operations North,E003,Standard,16,1.71,93.1,No,48,6.41,31.13,Met,2026-04
WO000208,2026-04-22 11:32:46,2026-04-25 01:30:58,C012,Policy Checking,Operations South,E001,Standard,1,0.48,91.4,No,72,28.60,61.97,Met,2026-04
WO000479,2026-04-24 02:12:50,2026-04-25 03:44:02,C001,Policy Administration,Operations North,E030,Standard,2,0.80,98.1,No,72,24.08,25.52,Met,2026-04
WO001137,2026-04-24 00:12:16,2026-04-25 04:30:52,C005,Direct Bill Posting,Operations North,E027,Standard,8,1.27,91.0,No,48,9.52,28.31,Met,2026-04
WO001546,2026-04-24 04:44:37,2026-04-25 19:54:13,C014,Policy Checking,Operations Central,E021,Standard,1,0.47,95.9,No,72,28.28,39.16,Met,2026-04
WO000670,2026-04-25 11:15:03,2026-04-25 23:15:39,C006,Document Retrieval,Operations Central,E014,Standard,10,1.45,99.3,Yes,24,8.70,12.01,Met,2026-04
WO001722,2026-04-25 13:30:25,2026-04-26 03:35:13,C014,Policy Administration,Operations South,E012,Rush,1,0.44,95.6,No,36,26.38,14.08,Met,2026-04
WO000181,2026-04-25 00:42:15,2026-04-26 05:51:51,C004,Direct Bill Posting,Operations Central,E006,Standard,13,2.18,95.9,No,48,10.04,29.16,Met,2026-04
WO000503,2026-04-25 11:56:21,2026-04-26 09:52:09,C004,Document Retrieval,Operations North,E036,Standard,9,2.36,91.4,No,24,15.72,21.93,Met,2026-04
WO001570,2026-04-23 18:05:07,2026-04-26 16:06:55,C003,Certificate Issuance,Operations North,E026,Standard,4,1.27,96.8,No,48,19.01,70.03,Not Met,2026-04
WO000048,2026-04-24 01:11:46,2026-04-26 16:30:58,C013,Policy Administration,Operations Central,E004,Standard,1,0.38,91.7,No,72,22.82,63.32,Met,2026-04
WO000451,2026-04-25 07:21:18,2026-04-26 21:50:06,C014,Policy Checking,Operations South,E025,Standard,2,1.21,99.9,No,72,36.18,38.48,Met,2026-04
WO001370,2026-04-23 06:50:01,2026-04-27 00:48:13,C007,Policy Administration,Operations North,E010,Standard,5,1.42,95.6,No,72,17.03,89.97,Not Met,2026-04
WO001381,2026-04-26 00:36:29,2026-04-27 05:41:17,C002,Direct Bill Posting,Operations South,E019,Standard,12,1.58,93.7,No,48,7.89,29.08,Met,2026-04
WO000977,2026-04-25 22:29:21,2026-04-27 09:03:33,C003,Certificate Issuance,Operations South,E026,Standard,4,1.19,99.4,No,48,17.91,34.57,Met,2026-04
WO000598,2026-04-27 03:22:36,2026-04-27 16:16:00,C001,Document Retrieval,Operations Central,E036,Standard,1,0.24,99.7,No,24,14.22,12.89,Met,2026-04
WO001753,2026-04-26 12:05:06,2026-04-28 04:14:42,C003,Certificate Issuance,Operations North,E030,Standard,3,0.90,95.1,No,48,17.98,40.16,Met,2026-04
WO001319,2026-04-26 23:05:02,2026-04-28 14:02:38,C009,Policy Checking,Operations North,E032,Standard,1,0.65,94.2,No,72,39.03,38.96,Met,2026-04
WO000315,2026-04-28 10:18:00,2026-04-29 09:31:12,C009,Policy Checking,Operations South,E030,Standard,4,2.24,99.7,No,72,33.67,23.22,Met,2026-04
WO000686,2026-04-27 16:06:10,2026-04-29 23:28:58,C009,Policy Checking,Operations Central,E008,Rush,3,1.93,90.3,Yes,36,38.67,55.38,Not Met,2026-04
WO000966,2026-04-29 13:56:52,2026-04-30 03:28:40,C011,Document Retrieval,Operations South,E025,Standard,6,1.04,91.1,No,24,10.41,13.53,Met,2026-04
WO000413,2026-04-28 09:09:25,2026-04-30 12:57:25,C006,Policy Checking,Operations North,E001,Standard,4,2.39,96.5,No,72,35.84,51.80,Met,2026-04
WO000627,2026-04-29 14:48:45,2026-04-30 15:06:45,C003,Policy Checking,Operations Central,E021,Rush,1,0.59,99.3,No,36,35.12,24.30,Met,2026-04
WO001557,2026-04-28 22:43:10,2026-04-30 19:56:22,C014,Direct Bill Posting,Operations South,E001,Standard,11,1.14,90.9,Yes,48,6.23,45.22,Met,2026-04
WO000657,2026-04-29 16:35:21,2026-05-01 06:43:45,C013,Policy Checking,Operations South,E009,Standard,2,1.49,94.6,No,72,44.69,38.14,Met,2026-05
WO001699,2026-05-01 07:18:49,2026-05-01 20:06:13,C004,Document Retrieval,Operations North,E020,Standard,4,1.00,93.7,No,24,14.94,12.79,Met,2026-05
WO000513,2026-04-30 11:49:54,2026-05-03 00:17:30,C015,Policy Administration,Operations Central,E026,Standard,4,1.48,98.7,No,72,22.27,60.46,Met,2026-05
WO000493,2026-05-01 15:14:06,2026-05-03 20:18:18,C012,Policy Administration,Operations North,E009,Standard,2,0.58,92.7,No,72,17.29,53.07,Met,2026-05
WO001181,2026-05-02 18:43:00,2026-05-03 21:00:24,C011,Policy Administration,Operations North,E027,Standard,3,1.08,94.7,No,72,21.67,26.29,Met,2026-05
WO000078,2026-05-02 19:44:58,2026-05-03 22:11:58,C012,Policy Checking,Operations South,E008,Standard,3,1.31,94.7,No,72,26.24,26.45,Met,2026-05
WO000828,2026-05-01 11:26:09,2026-05-04 05:14:45,C013,Direct Bill Posting,Operations South,E002,Standard,18,2.69,95.7,No,48,8.96,65.81,Not Met,2026-05
WO000726,2026-05-03 16:53:24,2026-05-04 06:53:24,C011,Direct Bill Posting,Operations Central,E001,Rush,13,2.24,96.5,No,24,10.34,14.00,Met,2026-05
WO000858,2026-04-30 19:11:30,2026-05-04 10:25:18,C007,Policy Checking,Operations South,E029,Standard,1,0.64,97.9,No,72,38.66,87.23,Not Met,2026-05
WO000869,2026-05-02 16:33:36,2026-05-04 13:00:36,C013,Policy Checking,Operations South,E022,Standard,3,1.38,98.9,No,72,27.57,44.45,Met,2026-05
WO001498,2026-05-04 01:05:55,2026-05-04 15:33:31,C004,Direct Bill Posting,Operations South,E025,Standard,5,0.65,97.9,No,48,7.79,14.46,Met,2026-05
WO001295,2026-05-03 06:20:59,2026-05-04 16:18:35,C014,Certificate Issuance,Operations South,E034,Standard,1,0.37,92.2,No,48,22.13,33.96,Met,2026-05
WO000488,2026-05-04 04:55:10,2026-05-05 05:28:10,C015,Policy Checking,Operations North,E013,Standard,3,1.32,90.6,Yes,72,26.41,24.55,Met,2026-05
WO001324,2026-05-04 14:40:06,2026-05-05 19:49:06,C009,Policy Checking,Operations South,E002,Rush,2,1.39,94.4,No,36,41.73,29.15,Met,2026-05
WO000925,2026-05-04 16:44:30,2026-05-05 21:44:30,C003,Policy Checking,Operations South,E018,Standard,2,1.27,92.3,No,72,38.15,29.00,Met,2026-05
WO000865,2026-05-03 19:38:50,2026-05-06 00:45:26,C004,Policy Checking,Operations Central,E019,Standard,4,2.03,93.0,No,72,30.51,53.11,Met,2026-05
WO000775,2026-05-05 22:30:18,2026-05-06 09:15:18,C010,Document Retrieval,Operations North,E022,Standard,5,1.05,93.7,No,24,12.57,10.75,Met,2026-05
WO000100,2026-05-03 00:45:43,2026-05-06 09:28:55,C006,Certificate Issuance,Operations Central,E023,Standard,6,1.71,98.0,No,48,17.09,80.72,Not Met,2026-05
WO000673,2026-05-06 01:38:22,2026-05-06 17:32:22,C012,Policy Administration,Operations Central,E001,Rush,3,1.14,92.6,No,36,22.87,15.90,Met,2026-05
WO001781,2026-05-06 12:09:05,2026-05-06 20:12:41,C014,Document Retrieval,Operations Central,E012,Standard,5,0.79,92.5,No,24,9.49,8.06,Met,2026-05
WO001545,2026-05-05 22:36:08,2026-05-07 00:19:56,C013,Document Retrieval,Operations Central,E023,Standard,6,0.98,92.4,No,24,9.81,25.73,Not Met,2026-05
WO000391,2026-05-06 04:13:06,2026-05-07 09:37:42,C014,Policy Administration,Operations South,E024,Standard,1,0.40,91.1,No,72,24.02,29.41,Met,2026-05
WO000890,2026-05-06 00:07:30,2026-05-07 16:54:54,C011,Certificate Issuance,Operations Central,E029,Standard,2,0.52,93.0,No,48,15.52,40.79,Met,2026-05
WO000681,2026-05-05 14:42:14,2026-05-07 21:39:50,C002,Policy Administration,Operations North,E018,Standard,3,1.30,97.9,No,72,25.91,54.96,Met,2026-05
WO000325,2026-05-07 16:41:09,2026-05-07 23:56:45,C009,Document Retrieval,Operations North,E015,Rush,5,1.40,94.3,No,12,16.81,7.26,Met,2026-05
WO000525,2026-05-07 07:12:00,2026-05-08 06:42:36,C010,Policy Administration,Operations South,E012,Rush,1,0.34,92.1,Yes,36,20.56,23.51,Met,2026-05
WO001373,2026-05-07 17:51:50,2026-05-08 09:10:26,C010,Direct Bill Posting,Operations South,E019,Standard,9,0.91,97.6,No,48,6.05,15.31,Met,2026-05
WO001691,2026-05-03 02:16:44,2026-05-08 14:55:44,C008,Policy Checking,Operations South,E005,Standard,2,1.24,95.9,No,72,37.30,132.65,Not Met,2026-05
WO000249,2026-05-07 20:33:03,2026-05-08 17:17:27,C010,Policy Checking,Operations South,E023,Rush,2,1.02,90.8,Yes,36,30.67,20.74,Met,2026-05
WO000535,2026-05-07 12:26:37,2026-05-09 05:33:49,C010,Direct Bill Posting,Operations North,E008,Standard,12,1.68,95.3,No,48,8.40,41.12,Met,2026-05
WO000485,2026-05-08 01:26:24,2026-05-09 07:19:48,C014,Certificate Issuance,Operations Central,E001,Standard,3,0.99,92.8,No,48,19.79,29.89,Met,2026-05
WO000431,2026-05-08 11:48:31,2026-05-09 08:00:31,C003,Certificate Issuance,Operations South,E018,Standard,5,1.54,98.0,No,48,18.48,20.20,Met,2026-05
WO001115,2026-05-09 05:42:07,2026-05-10 02:18:43,C005,Document Retrieval,Operations Central,E027,Standard,1,0.26,92.7,No,24,15.72,20.61,Met,2026-05
WO001379,2026-05-09 22:11:10,2026-05-10 06:32:10,C004,Document Retrieval,Operations Central,E002,Rush,2,0.33,90.9,Yes,12,9.93,8.35,Met,2026-05
WO000122,2026-05-09 07:46:38,2026-05-10 15:23:14,C008,Certificate Issuance,Operations South,E017,Standard,4,1.23,92.6,No,48,18.48,31.61,Met,2026-05
WO001349,2026-05-08 22:03:45,2026-05-10 15:26:33,C003,Certificate Issuance,Operations North,E004,Standard,6,2.22,99.3,No,48,22.23,41.38,Met,2026-05
WO000752,2026-05-08 09:16:26,2026-05-10 15:39:14,C012,Policy Checking,Operations North,E013,Standard,3,1.94,96.9,No,72,38.70,54.38,Met,2026-05
WO000997,2026-05-10 09:45:32,2026-05-10 20:52:08,C013,Document Retrieval,Operations North,E032,Standard,8,1.77,95.2,No,24,13.27,11.11,Met,2026-05
WO000803,2026-05-07 16:26:50,2026-05-10 22:41:14,C014,Direct Bill Posting,Operations Central,E027,Standard,16,2.51,92.9,No,48,9.42,78.24,Not Met,2026-05
WO000106,2026-05-06 12:20:37,2026-05-11 01:54:49,C002,Policy Checking,Operations Central,E034,Standard,3,1.28,94.6,No,72,25.57,109.57,Not Met,2026-05
WO001110,2026-05-08 18:47:00,2026-05-11 02:21:48,C001,Policy Checking,Operations South,E019,Standard,1,0.71,96.5,No,72,42.64,55.58,Met,2026-05
WO000349,2026-05-11 09:16:13,2026-05-12 03:33:37,C006,Document Retrieval,Operations North,E016,Standard,9,1.61,97.4,No,24,10.76,18.29,Met,2026-05
WO001312,2026-05-11 20:51:25,2026-05-12 17:34:37,C005,Document Retrieval,Operations North,E015,Standard,1,0.19,92.5,No,24,11.39,20.72,Met,2026-05
WO000588,2026-05-11 07:10:00,2026-05-12 18:17:12,C006,Direct Bill Posting,Operations North,E011,Standard,18,3.12,96.2,No,48,10.40,35.12,Met,2026-05
WO000207,2026-05-11 23:00:00,2026-05-13 13:21:00,C014,Certificate Issuance,Operations North,E010,Standard,4,1.53,97.4,No,48,22.92,38.35,Met,2026-05
WO001652,2026-05-11 20:15:00,2026-05-13 16:03:00,C009,Document Retrieval,Operations North,E006,Standard,5,0.84,96.1,No,24,10.12,43.80,Not Met,2026-05
WO000860,2026-05-12 11:25:38,2026-05-14 01:13:38,C013,Certificate Issuance,Operations South,E013,Standard,4,1.35,93.6,No,48,20.28,37.80,Met,2026-05
WO001771,2026-05-13 06:02:40,2026-05-14 07:48:52,C009,Policy Checking,Operations Central,E003,Standard,4,1.89,96.8,No,72,28.37,25.77,Met,2026-05
WO000026,2026-05-13 09:11:46,2026-05-14 14:06:58,C010,Certificate Issuance,Operations North,E009,Standard,5,1.23,94.4,No,48,14.74,28.92,Met,2026-05
WO001247,2026-05-13 11:47:50,2026-05-15 03:07:38,C012,Direct Bill Posting,Operations South,E021,Standard,16,1.71,91.4,No,48,6.42,39.33,Met,2026-05
WO000648,2026-05-13 19:00:59,2026-05-15 05:47:47,C002,Document Retrieval,Operations North,E030,Standard,8,1.65,90.7,Yes,24,12.41,34.78,Not Met,2026-05
WO001511,2026-05-15 00:39:03,2026-05-16 01:48:03,C012,Certificate Issuance,Operations Central,E009,Standard,5,1.41,94.4,No,48,16.95,25.15,Met,2026-05
WO001053,2026-05-16 21:07:38,2026-05-17 03:38:50,C009,Document Retrieval,Operations Central,E009,Rush,5,1.19,95.2,No,12,14.29,6.52,Met,2026-05
WO001437,2026-05-13 11:17:11,2026-05-17 14:33:59,C013,Policy Checking,Operations South,E009,Standard,2,1.14,91.1,No,72,34.21,99.28,Not Met,2026-05
WO000450,2026-05-15 23:02:52,2026-05-17 22:10:40,C001,Policy Administration,Operations Central,E027,Standard,2,0.80,94.3,No,72,23.89,47.13,Met,2026-05
WO001730,2026-05-16 00:03:38,2026-05-17 23:18:02,C014,Policy Administration,Operations North,E023,Standard,1,0.39,90.8,Yes,72,23.11,47.24,Met,2026-05
WO001131,2026-05-17 04:59:01,2026-05-18 01:24:13,C003,Direct Bill Posting,Operations Central,E012,Rush,20,3.63,97.5,Yes,24,10.89,20.42,Met,2026-05
WO000028,2026-05-17 01:16:32,2026-05-18 04:12:56,C013,Policy Checking,Operations South,E031,Standard,4,2.37,93.3,No,72,35.48,26.94,Met,2026-05
WO001645,2026-05-15 18:33:38,2026-05-18 09:57:38,C002,Policy Checking,Operations North,E008,Standard,1,0.63,98.2,No,72,38.00,63.40,Met,2026-05
WO000435,2026-05-17 17:41:28,2026-05-18 16:41:28,C002,Certificate Issuance,Operations Central,E004,Standard,6,1.33,93.9,No,48,13.28,23.00,Met,2026-05
WO000788,2026-05-16 14:45:01,2026-05-18 22:47:25,C015,Policy Administration,Operations South,E009,Standard,4,1.16,92.4,No,72,17.34,56.04,Met,2026-05
WO001394,2026-05-17 23:29:44,2026-05-19 05:50:08,C011,Document Retrieval,Operations South,E001,Standard,5,1.29,90.9,Yes,24,15.50,30.34,Not Met,2026-05
WO001310,2026-05-18 11:08:30,2026-05-19 07:36:06,C002,Certificate Issuance,Operations North,E015,Standard,1,0.26,96.3,No,48,15.89,20.46,Met,2026-05
WO000566,2026-05-17 23:00:29,2026-05-19 07:44:53,C012,Policy Administration,Operations South,E030,Rush,3,1.10,94.9,No,36,22.00,32.74,Met,2026-05
WO000530,2026-05-17 19:29:03,2026-05-20 00:23:03,C004,Policy Checking,Operations North,E014,Standard,4,2.79,98.3,No,72,41.87,52.90,Met,2026-05
WO000607,2026-05-18 11:06:39,2026-05-20 00:51:03,C001,Direct Bill Posting,Operations South,E017,Standard,19,3.03,90.1,Yes,48,9.58,37.74,Met,2026-05
WO000984,2026-05-18 19:53:12,2026-05-20 07:58:00,C005,Policy Administration,Operations North,E005,Standard,1,0.41,97.7,No,72,24.73,36.08,Met,2026-05
WO000219,2026-05-17 15:20:28,2026-05-20 07:58:16,C001,Policy Administration,Operations Central,E006,Standard,5,1.66,93.3,No,72,19.86,64.63,Met,2026-05
WO001487,2026-05-18 23:08:17,2026-05-20 08:26:53,C011,Policy Checking,Operations Central,E031,Standard,2,1.15,99.0,No,72,34.42,33.31,Met,2026-05
WO001323,2026-05-20 15:48:40,2026-05-21 04:01:16,C015,Document Retrieval,Operations South,E015,Standard,10,1.59,92.3,No,24,9.53,12.21,Met,2026-05
WO000568,2026-05-19 19:00:31,2026-05-21 19:26:19,C013,Policy Checking,Operations Central,E021,Standard,1,0.52,92.1,Yes,72,31.33,48.43,Met,2026-05
WO000105,2026-05-21 21:25:45,2026-05-23 11:47:21,C012,Policy Administration,Operations Central,E020,Standard,1,0.38,90.1,Yes,72,22.51,38.36,Met,2026-05
WO001352,2026-05-22 06:04:43,2026-05-24 00:39:31,C014,Certificate Issuance,Operations Central,E008,Standard,1,0.27,95.2,No,48,16.45,42.58,Met,2026-05
WO001490,2026-05-21 17:12:36,2026-05-24 09:24:00,C007,Policy Checking,Operations Central,E033,Standard,1,0.67,92.6,No,72,40.14,64.19,Met,2026-05
WO000958,2026-05-23 20:39:03,2026-05-24 22:26:27,C014,Policy Administration,Operations Central,E025,Standard,4,1.10,98.8,No,72,16.45,25.79,Met,2026-05
WO000669,2026-05-24 08:40:36,2026-05-25 01:01:36,C004,Document Retrieval,Operations South,E022,Standard,4,0.67,95.1,No,24,10.05,16.35,Met,2026-05
WO000541,2026-05-24 14:28:44,2026-05-25 01:19:44,C014,Document Retrieval,Operations South,E019,Rush,2,0.38,96.8,No,12,11.28,10.85,Met,2026-05
WO000597,2026-05-24 11:05:10,2026-05-25 03:51:58,C009,Direct Bill Posting,Operations Central,E007,Rush,9,0.99,92.9,No,24,6.61,16.78,Met,2026-05
WO000254,2026-05-23 11:47:52,2026-05-25 09:27:28,C002,Policy Checking,Operations North,E025,Standard,3,1.41,92.5,No,72,28.18,45.66,Met,2026-05
WO000646,2026-05-23 07:43:50,2026-05-25 10:07:14,C005,Policy Administration,Operations Central,E001,Standard,1,0.27,97.2,No,72,16.31,50.39,Met,2026-05
WO001211,2026-05-25 05:34:20,2026-05-25 10:31:56,C002,Document Retrieval,Operations North,E023,Rush,8,1.69,96.7,No,12,12.68,4.96,Met,2026-05
WO001517,2026-05-23 19:12:48,2026-05-25 11:07:24,C015,Document Retrieval,Operations North,E022,Standard,7,1.34,91.4,No,24,11.52,39.91,Not Met,2026-05
WO001221,2026-05-25 06:17:47,2026-05-25 22:10:35,C002,Document Retrieval,Operations Central,E022,Standard,3,0.59,91.8,No,24,11.77,15.88,Met,2026-05
WO000610,2026-05-24 22:26:11,2026-05-26 01:48:59,C009,Certificate Issuance,Operations North,E010,Standard,4,1.33,91.8,No,48,19.96,27.38,Met,2026-05
WO001173,2026-05-25 00:42:25,2026-05-26 07:56:13,C003,Direct Bill Posting,Operations North,E012,Standard,14,1.49,95.2,No,48,6.39,31.23,Met,2026-05
WO000583,2026-05-24 10:21:25,2026-05-26 22:59:13,C010,Policy Checking,Operations Central,E028,Standard,1,0.71,94.4,No,72,42.83,60.63,Met,2026-05
WO001170,2026-05-25 19:02:39,2026-05-26 23:26:39,C013,Policy Checking,Operations North,E001,Standard,3,1.28,91.4,No,72,25.66,28.40,Met,2026-05
WO000545,2026-05-25 21:32:55,2026-05-27 05:13:43,C004,Policy Administration,Operations North,E015,Rush,2,1.01,96.1,No,36,30.32,31.68,Met,2026-05
WO001114,2026-05-24 15:55:04,2026-05-27 11:32:52,C013,Policy Administration,Operations South,E008,Standard,4,1.40,93.3,No,72,20.96,67.63,Met,2026-05
WO001227,2026-05-26 23:44:53,2026-05-27 15:51:29,C004,Direct Bill Posting,Operations South,E033,Rush,6,0.70,90.6,Yes,24,6.99,16.11,Met,2026-05
WO001581,2026-05-26 05:34:39,2026-05-27 19:23:15,C007,Policy Checking,Operations Central,E012,Standard,3,2.18,90.4,Yes,72,43.63,37.81,Met,2026-05
WO000150,2026-05-27 02:54:47,2026-05-27 20:37:59,C014,Document Retrieval,Operations Central,E032,Standard,6,0.97,96.0,No,24,9.68,17.72,Met,2026-05
WO001507,2026-05-26 10:31:49,2026-05-27 20:53:25,C007,Certificate Issuance,Operations North,E016,Standard,5,1.86,90.2,Yes,48,22.35,34.36,Met,2026-05
WO000190,2026-05-26 18:25:45,2026-05-27 22:09:33,C008,Policy Checking,Operations South,E031,Standard,1,0.51,94.3,No,72,30.76,27.73,Met,2026-05
WO000876,2026-05-26 05:01:17,2026-05-28 01:13:17,C007,Direct Bill Posting,Operations South,E024,Standard,11,1.52,93.5,No,48,8.31,44.20,Met,2026-05
WO000470,2026-05-27 14:20:23,2026-05-28 03:16:11,C001,Document Retrieval,Operations South,E006,Standard,7,1.03,94.2,No,24,8.83,12.93,Met,2026-05
WO001774,2026-05-27 14:13:06,2026-05-28 07:33:30,C007,Direct Bill Posting,Operations South,E002,Standard,7,1.08,98.3,No,48,9.28,17.34,Met,2026-05
WO000540,2026-05-27 23:07:42,2026-05-28 09:56:18,C013,Certificate Issuance,Operations South,E011,Rush,1,0.30,93.2,No,24,17.98,10.81,Met,2026-05
WO000837,2026-05-27 08:31:51,2026-05-28 10:57:03,C008,Policy Administration,Operations South,E023,Rush,4,2.01,90.3,Yes,36,30.12,26.42,Met,2026-05
WO000827,2026-05-27 22:25:49,2026-05-28 13:43:13,C011,Document Retrieval,Operations North,E022,Standard,1,0.18,97.4,No,24,10.67,15.29,Met,2026-05
WO001267,2026-05-26 21:22:26,2026-05-28 14:23:38,C013,Policy Administration,Operations Central,E036,Standard,3,0.93,92.7,No,72,18.65,41.02,Met,2026-05
WO000510,2026-05-25 21:44:10,2026-05-28 14:56:46,C004,Policy Administration,Operations South,E029,Standard,5,2.12,98.0,No,72,25.47,65.21,Met,2026-05
WO000794,2026-05-27 19:12:34,2026-05-28 16:25:46,C001,Direct Bill Posting,Operations South,E033,Standard,5,0.74,95.8,No,48,8.85,21.22,Met,2026-05
WO001701,2026-05-28 18:08:55,2026-05-29 01:52:43,C010,Direct Bill Posting,Operations Central,E018,Rush,5,0.88,98.5,Yes,24,10.62,7.73,Met,2026-05
WO000991,2026-05-28 05:25:38,2026-05-29 03:29:50,C012,Policy Administration,Operations Central,E015,Standard,4,1.55,91.3,No,72,23.22,22.07,Met,2026-05
WO000115,2026-05-27 21:07:58,2026-05-29 07:39:46,C007,Certificate Issuance,Operations South,E017,Standard,2,0.63,96.9,No,48,19.01,34.53,Met,2026-05
